payment_id,order_id,payment_method,amount,payment_date
61932,61932,Credit Card,637.18,2024-09-25
61933,61933,Credit Card,735.64,2024-12-29
61934,61934,Bank Transfer,80.36,2026-01-23
61935,61935,Credit Card,872.0,2025-09-01
61936,61936,Credit Card,1520.32,2025-09-27
61937,61937,Paypal,92.22,2024-08-28
61938,61938,Credit Card,1613.52,2024-08-20
61939,61939,Credit Card,744.8,2025-03-09
61940,61940,Bank Transfer,1915.8500000000001,2025-11-12
61941,61941,Credit Card,897.62,2026-03-22
61942,61942,Credit Card,250.23,2024-09-22
61943,61943,Bank Transfer,1259.72,2024-06-23
61944,61944,Paypal,1403.25,2025-10-10
61945,61945,Credit Card,192.5,2024-07-06
61946,61946,Credit Card,34.1,2025-01-20
61947,61947,Credit Card,975.34,2025-08-14
61948,61948,Bank Transfer,1954.4,2025-04-03
61949,61949,Credit Card,901.11,2024-11-16
61950,61950,Credit Card,2365.55,2025-04-09
61951,61951,Paypal,1272.75,2025-02-20
61952,61952,Paypal,311.97,2025-12-17
61953,61953,Paypal,316.18,2024-10-18
61954,61954,Bank Transfer,969.24,2024-06-22
61955,61955,Credit Card,1347.09,2024-12-11
61956,61956,Paypal,205.37,2024-10-13
61957,61957,Credit Card,803.22,2024-09-19
61958,61958,Paypal,255.32,2026-02-16
61959,61959,Bank Transfer,569.66,2025-12-24
61960,61960,Paypal,384.91,2025-01-30
61961,61961,Credit Card,776.2,2026-05-09
61962,61962,Paypal,1201.25,2024-07-02
61963,61963,Paypal,146.82,2025-09-17
61964,61964,Paypal,644.54,2024-07-01
61965,61965,Paypal,909.08,2025-11-19
61966,61966,Paypal,879.39,2025-06-18
61967,61967,Paypal,998.06,2025-03-12
61968,61968,Credit Card,629.86,2025-06-30
61969,61969,Bank Transfer,806.24,2025-04-29
61970,61970,Bank Transfer,82.86,2024-08-24
61971,61971,Bank Transfer,497.45,2025-07-02
61972,61972,Bank Transfer,214.76,2025-01-02
61973,61973,Credit Card,214.76,2024-12-19
61974,61974,Paypal,564.46,2026-04-16
61975,61975,Bank Transfer,1770.92,2024-11-06
61976,61976,Paypal,1366.65,2025-09-11
61977,61977,Credit Card,499.66,2025-09-17
61978,61978,Bank Transfer,1242.24,2024-11-16
61979,61979,Paypal,233.64,2025-12-10
61980,61980,Paypal,489.58,2024-06-17
61981,61981,Bank Transfer,522.98,2025-01-10
61982,61982,Paypal,172.85,2026-02-14
61983,61983,Bank Transfer,833.74,2025-08-24
61984,61984,Credit Card,1063.35,2026-04-28
61985,61985,Credit Card,119.2,2024-07-11
61986,61986,Paypal,578.36,2025-03-08
61987,61987,Bank Transfer,553.45,2025-09-09
61988,61988,Bank Transfer,1260.51,2025-02-14
61989,61989,Credit Card,268.9,2025-03-26
61990,61990,Bank Transfer,1593.4,2026-04-28
61991,61991,Bank Transfer,1661.35,2026-03-16
61992,61992,Bank Transfer,221.08,2025-05-04
61993,61993,Credit Card,118.76,2024-09-22
61994,61994,Paypal,1818.1,2025-01-24
61995,61995,Credit Card,1069.92,2025-05-30
61996,61996,Credit Card,1375.75,2025-12-30
61997,61997,Bank Transfer,2278.5,2024-08-17
61998,61998,Bank Transfer,1378.1999999999998,2025-08-20
61999,61999,Paypal,720.65,2026-01-06
62000,62000,Bank Transfer,788.44,2024-11-16
62001,62001,Bank Transfer,1327.55,2024-11-20
62002,62002,Paypal,151.47,2025-05-17
62003,62003,Credit Card,695.52,2025-10-27
62004,62004,Credit Card,99.05,2025-09-08
62005,62005,Bank Transfer,1177.05,2024-06-27
62006,62006,Paypal,703.94,2024-07-29
62007,62007,Paypal,,2025-06-27
62008,62008,Paypal,939.95,2024-12-14
62009,62009,Credit Card,230.41,2025-09-19
62010,62010,Bank Transfer,832.9499999999999,2024-06-17
62011,62011,Bank Transfer,277.4,2024-06-22
62012,62012,Paypal,125.94,2026-04-21
62013,62013,Bank Transfer,1308.8,2026-05-07
62014,62014,Bank Transfer,101.07,2025-02-26
62015,62015,Bank Transfer,105.12,2024-08-20
62016,62016,Bank Transfer,70.08,2024-06-07
62017,62017,Paypal,275.78,2024-08-05
62018,62018,Paypal,325.11,2025-12-11
62019,62019,Paypal,840.33,2025-07-05
62020,62020,Credit Card,1243.2,2025-07-02
62021,62021,Paypal,1921.72,2025-02-13
62022,62022,Paypal,97.85999999999999,2026-01-19
62023,62023,Credit Card,387.86,2024-08-03
62024,62024,Paypal,557.16,2026-01-23
62025,62025,Paypal,919.1,2026-01-07
62026,62026,Credit Card,1062.04,2025-09-22
62027,62027,Paypal,410.6,2026-05-21
62028,62028,Paypal,1420.02,2024-08-04
62029,62029,Paypal,674.88,2024-07-08
62030,62030,Credit Card,196.59,2026-06-01
62031,62031,Bank Transfer,901.24,2026-02-21
62032,62032,Bank Transfer,1549.05,2025-02-17
62033,62033,Credit Card,9.55,2026-04-19
62034,62034,Paypal,,2024-12-30
62035,62035,Paypal,346.75,2024-11-20
62036,62036,Paypal,152.0,2025-07-17
62037,62037,Paypal,592.72,2026-01-15
62038,62038,Paypal,1209.8,2025-05-23
62039,62039,Credit Card,57.04,2025-07-22
62040,62040,Bank Transfer,1120.9499999999998,2025-01-20
62041,62041,Bank Transfer,125.49,2025-12-12
62042,62042,Bank Transfer,323.54999999999995,2024-10-09
62043,62043,Bank Transfer,416.37,2025-04-02
62044,62044,Credit Card,177.52,2025-01-14
62045,62045,Bank Transfer,299.70000000000005,2026-04-09
62046,62046,Paypal,1043.56,2024-11-03
62047,62047,Bank Transfer,146.92,2025-05-01
62048,62048,Credit Card,440.46,2024-10-14
62049,62049,Paypal,237.11,2026-02-19
62050,62050,Bank Transfer,928.58,2026-04-09
62051,62051,Bank Transfer,2053.5499999999997,2025-04-19
62052,62052,Credit Card,382.23,2024-06-12
62053,62053,Credit Card,292.64,2026-02-04
62054,62054,Bank Transfer,222.60000000000002,2024-07-24
62055,62055,Credit Card,37.9,2025-07-22
62056,62056,Paypal,817.44,2025-10-06
62057,62057,Credit Card,347.29999999999995,2025-03-29
62058,62058,Paypal,421.9,2024-11-05
62059,62059,Paypal,2137.75,2025-08-15
62060,62060,Credit Card,91.67999999999999,2025-10-26
62061,62061,Paypal,816.3,2025-01-16
62062,62062,Bank Transfer,1049.48,2026-05-27
62063,62063,Paypal,760.0,2025-05-21
62064,62064,Paypal,106.0,2024-11-09
62065,62065,Credit Card,2381.4500000000003,2024-11-21
62066,62066,Paypal,421.9,2025-10-26
62067,62067,Bank Transfer,1215.45,2025-07-17
62068,62068,Paypal,88.84,2026-04-14
62069,62069,Credit Card,16.74,2026-05-14
62070,62070,Paypal,440.72,2025-08-03
62071,62071,Paypal,225.31,2025-06-16
62072,62072,Paypal,765.52,2025-08-02
62073,62073,Paypal,600.74,2026-02-24
62074,62074,Credit Card,1567.56,2024-10-06
62075,62075,Credit Card,915.16,2025-06-22
62076,62076,Credit Card,128.39,2025-07-11
62077,62077,Paypal,373.64,2025-06-06
62078,62078,Credit Card,2363.7,2025-11-12
62079,62079,Credit Card,474.12,2024-10-23
62080,62080,Credit Card,1306.85,2024-07-08
62081,62081,Paypal,1552.8,2024-10-16
62082,62082,Bank Transfer,208.0,2025-09-08
62083,62083,Paypal,1002.36,2024-12-21
62084,62084,Paypal,488.56,2025-02-08
62085,62085,Paypal,99.9,2026-01-31
62086,62086,Bank Transfer,327.44,2025-11-21
62087,62087,Credit Card,1355.05,2026-02-24
62088,62088,Bank Transfer,,2025-02-05
62089,62089,Bank Transfer,1680.68,2025-04-25
62090,62090,Paypal,1060.74,2025-09-03
62091,62091,Credit Card,413.76,2024-06-08
62092,62092,Paypal,79.39,2025-04-11
62093,62093,Paypal,586.6500000000001,2026-01-09
62094,62094,Credit Card,586.6500000000001,2024-08-18
62095,62095,Bank Transfer,2100.85,2025-12-13
62096,62096,Paypal,52.0,2025-12-17
62097,62097,Credit Card,340.88,2025-02-01
62098,62098,Paypal,482.66,2025-12-22
62099,62099,Bank Transfer,1156.8600000000001,2026-04-12
62100,62100,Paypal,438.58,2025-10-09
62101,62101,Paypal,2399.6,2024-10-12
62102,62102,Credit Card,494.54,2024-12-13
62103,62103,Bank Transfer,449.13,2025-12-20
62104,62104,Paypal,756.44,2025-12-29
62105,62105,Credit Card,240.82,2026-04-24
62106,62106,Bank Transfer,,2025-01-24
62107,62107,Credit Card,1215.0,2025-09-07
62108,62108,Bank Transfer,904.0500000000001,2024-10-31
62109,62109,Bank Transfer,24.01,2024-10-13
62110,62110,Credit Card,495.52,2026-03-01
62111,62111,Credit Card,1070.96,2025-05-21
62112,62112,Credit Card,30.63,2025-08-29
62113,62113,Paypal,787.48,2026-04-17
62114,62114,Paypal,1403.46,2025-03-10
62115,62115,Paypal,304.78,2025-09-02
62116,62116,Paypal,400.56,2024-09-18
62117,62117,Paypal,520.12,2025-05-01
62118,62118,Paypal,607.6,2026-01-10
62119,62119,Credit Card,1021.15,2024-12-16
62120,62120,Bank Transfer,233.88,2025-02-16
62121,62121,Credit Card,235.95,2026-04-19
62122,62122,Credit Card,415.29,2025-03-13
62123,62123,Bank Transfer,414.66,2024-10-24
62124,62124,Credit Card,190.41,2024-06-07
62125,62125,Paypal,1871.28,2026-01-24
62126,62126,Paypal,407.51,2025-05-06
62127,62127,Credit Card,1473.81,2026-02-17
62128,62128,Bank Transfer,1701.8000000000002,2025-11-29
62129,62129,Credit Card,16.98,2025-10-02
62130,62130,Bank Transfer,560.85,2025-06-10
62131,62131,Credit Card,731.58,2024-08-07
62132,62132,Credit Card,1455.0,2025-03-10
62133,62133,Bank Transfer,900.64,2024-06-04
62134,62134,Bank Transfer,422.44,2026-03-03
62135,62135,Credit Card,1910.9,2026-05-07
62136,62136,Paypal,119.2,2026-05-25
62137,62137,Bank Transfer,1708.0,2025-05-17
62138,62138,Credit Card,1690.44,2025-01-18
62139,62139,Paypal,877.62,2024-09-24
62140,62140,Bank Transfer,1924.5500000000002,2025-12-02
62141,62141,Credit Card,730.16,2024-09-30
62142,62142,Paypal,1290.12,2025-12-30
62143,62143,Bank Transfer,953.8499999999999,2024-07-23
62144,62144,Bank Transfer,125.94,2026-04-08
62145,62145,Credit Card,1792.04,2024-08-01
62146,62146,Paypal,1070.96,2025-03-25
62147,62147,Bank Transfer,277.65,2026-02-24
62148,62148,Credit Card,550.68,2025-01-11
62149,62149,Paypal,1320.3,2025-06-02
62150,62150,Bank Transfer,439.53,2024-11-24
62151,62151,Paypal,736.68,2026-05-30
62152,62152,Paypal,154.44,2025-08-06
62153,62153,Credit Card,815.28,2024-10-29
62154,62154,Bank Transfer,237.8,2026-04-14
62155,62155,Paypal,1162.8600000000001,2024-09-15
62156,62156,Credit Card,,2024-07-01
62157,62157,Credit Card,1970.5500000000002,2024-09-05
62158,62158,Bank Transfer,2201.55,2024-09-18
62159,62159,Bank Transfer,122.14,2024-08-22
62160,62160,Bank Transfer,1644.32,2025-03-30
62161,62161,Credit Card,,2026-01-31
62162,62162,Credit Card,1445.6100000000001,2025-03-21
62163,62163,Bank Transfer,35.72,2025-04-27
62164,62164,Bank Transfer,689.4499999999999,2025-05-11
62165,62165,Credit Card,91.8,2024-11-01
62166,62166,Paypal,905.1,2025-06-04
62167,62167,Paypal,447.9,2025-09-13
62168,62168,Bank Transfer,251.92,2025-04-30
62169,62169,Paypal,638.3,2026-05-18
62170,62170,Credit Card,797.76,2024-12-20
62171,62171,Bank Transfer,237.65,2025-07-20
62172,62172,Paypal,656.85,2024-08-11
62173,62173,Credit Card,344.19,2025-05-06
62174,62174,Bank Transfer,121.72,2024-10-19
62175,62175,Credit Card,990.9000000000001,2026-06-01
62176,62176,Bank Transfer,840.33,2025-10-03
62177,62177,Bank Transfer,55.0,2025-10-18
62178,62178,Credit Card,,2026-01-06
62179,62179,Bank Transfer,221.14999999999998,2026-03-25
62180,62180,Credit Card,342.43,2024-08-05
62181,62181,Paypal,204.8,2024-07-11
62182,62182,Bank Transfer,267.48,2026-05-07
62183,62183,Credit Card,,2026-06-02
62184,62184,Bank Transfer,1381.2,2025-05-25
62185,62185,Credit Card,442.96,2024-10-10
62186,62186,Credit Card,1818.1,2025-11-23
62187,62187,Bank Transfer,42.68,2025-02-02
62188,62188,Credit Card,344.69,2025-03-21
62189,62189,Credit Card,224.22,2025-06-24
62190,62190,Bank Transfer,69.06,2025-05-12
62191,62191,Paypal,779.49,2026-01-19
62192,62192,Bank Transfer,67.85,2024-11-20
62193,62193,Paypal,451.14,2026-05-30
62194,62194,Paypal,148.18,2024-07-26
62195,62195,Bank Transfer,1119.15,2024-10-30
62196,62196,Paypal,426.7,2026-05-18
62197,62197,Credit Card,367.29999999999995,2024-09-12
62198,62198,Paypal,1021.8000000000001,2026-01-15
62199,62199,Credit Card,705.7,2024-08-26
62200,62200,Bank Transfer,,2024-07-01
62201,62201,Credit Card,1287.84,2024-08-09
62202,62202,Credit Card,110.69,2025-09-08
62203,62203,Paypal,517.62,2026-05-30
62204,62204,Paypal,811.0,2026-05-16
62205,62205,Credit Card,293.64,2024-09-29
62206,62206,Bank Transfer,742.83,2025-03-31
62207,62207,Bank Transfer,598.06,2025-12-07
62208,62208,Paypal,413.05,2026-02-27
62209,62209,Bank Transfer,135.0,2024-09-04
62210,62210,Credit Card,2073.3,2024-10-31
62211,62211,Credit Card,831.76,2026-01-14
62212,62212,Bank Transfer,49.08,2026-03-21
62213,62213,Bank Transfer,1485.04,2024-11-17
62214,62214,Paypal,2303.7,2024-09-17
62215,62215,Bank Transfer,528.9000000000001,2025-09-01
62216,62216,Bank Transfer,223.37,2025-02-08
62217,62217,Bank Transfer,19.18,2025-10-21
62218,62218,Paypal,797.76,2025-06-27
62219,62219,Paypal,658.11,2025-04-07
62220,62220,Bank Transfer,2389.1,2026-02-16
62221,62221,Paypal,418.18,2025-09-25
62222,62222,Paypal,2108.35,2025-02-21
62223,62223,Paypal,248.28,2025-02-01
62224,62224,Credit Card,1950.92,2026-05-28
62225,62225,Bank Transfer,1154.64,2024-06-07
62226,62226,Credit Card,761.9499999999999,2026-05-07
62227,62227,Bank Transfer,459.35,2026-01-11
62228,62228,Bank Transfer,1347.4,2024-09-27
62229,62229,Credit Card,552.44,2026-05-11
62230,62230,Paypal,1307.22,2026-05-21
62231,62231,Paypal,321.96,2026-05-06
62232,62232,Bank Transfer,486.90000000000003,2026-01-14
62233,62233,Paypal,405.48,2026-01-07
62234,62234,Credit Card,138.28,2024-12-12
62235,62235,Credit Card,30.32,2026-05-19
62236,62236,Bank Transfer,385.62,2025-01-13
62237,62237,Credit Card,119.9,2024-09-13
62238,62238,Bank Transfer,,2026-05-17
62239,62239,Credit Card,32.62,2026-05-30
62240,62240,Credit Card,198.07,2026-05-06
62241,62241,Credit Card,1216.44,2025-04-16
62242,62242,Credit Card,95.06,2024-10-18
62243,62243,Credit Card,1859.75,2024-06-25
62244,62244,Credit Card,1411.15,2026-05-01
62245,62245,Bank Transfer,65.44,2024-08-20
62246,62246,Bank Transfer,413.05,2025-07-12
62247,62247,Credit Card,464.65000000000003,2025-09-01
62248,62248,Bank Transfer,542.0,2024-11-28
62249,62249,Credit Card,603.3,2024-11-07
62250,62250,Credit Card,451.98,2025-11-12
62251,62251,Credit Card,616.82,2025-06-21
62252,62252,Paypal,1066.75,2026-05-12
62253,62253,Paypal,251.8,2024-07-16
62254,62254,Bank Transfer,499.85,2025-05-26
62255,62255,Bank Transfer,152.39,2024-06-26
62256,62256,Credit Card,145.98,2025-08-04
62257,62257,Credit Card,841.9499999999999,2025-02-01
62258,62258,Credit Card,708.33,2025-07-25
62259,62259,Credit Card,1858.65,2024-07-22
62260,62260,Credit Card,67.85,2025-09-19
62261,62261,Bank Transfer,421.9,2026-02-18
62262,62262,Bank Transfer,479.68,2024-09-28
62263,62263,Paypal,884.22,2026-02-28
62264,62264,Credit Card,1312.15,2026-02-10
62265,62265,Credit Card,672.32,2026-04-18
62266,62266,Bank Transfer,1419.48,2024-09-04
62267,62267,Credit Card,129.51,2024-10-20
62268,62268,Paypal,,2025-03-06
62269,62269,Paypal,390.83,2024-09-04
62270,62270,Bank Transfer,2447.6,2025-12-19
62271,62271,Paypal,,2026-02-06
62272,62272,Credit Card,195.95999999999998,2025-08-12
62273,62273,Bank Transfer,1418.1299999999999,2025-05-28
62274,62274,Credit Card,1361.44,2024-11-15
62275,62275,Bank Transfer,612.0,2024-10-31
62276,62276,Bank Transfer,1175.84,2025-07-21
62277,62277,Credit Card,2425.0,2026-05-09
62278,62278,Paypal,497.24,2025-06-12
62279,62279,Paypal,230.41,2024-09-15
62280,62280,Paypal,1131.6,2024-12-10
62281,62281,Bank Transfer,118.42,2026-03-24
62282,62282,Paypal,832.0,2025-10-04
62283,62283,Credit Card,534.0,2025-11-23
62284,62284,Bank Transfer,,2025-01-22
62285,62285,Paypal,1325.25,2024-08-21
62286,62286,Bank Transfer,1842.04,2025-03-24
62287,62287,Bank Transfer,302.94,2026-01-12
62288,62288,Credit Card,429.98,2025-11-03
62289,62289,Bank Transfer,1316.31,2024-10-04
62290,62290,Paypal,261.65999999999997,2025-05-10
62291,62291,Credit Card,1049.7,2024-08-30
62292,62292,Paypal,,2024-09-28
62293,62293,Bank Transfer,,2025-01-22
62294,62294,Paypal,847.12,2024-08-31
62295,62295,Credit Card,837.48,2024-07-21
62296,62296,Credit Card,255.66,2026-05-21
62297,62297,Bank Transfer,321.05,2026-03-16
62298,62298,Bank Transfer,1539.64,2025-01-23
62299,62299,Bank Transfer,592.1,2024-07-18
62300,62300,Bank Transfer,396.2,2025-05-08
62301,62301,Paypal,804.4,2025-12-29
62302,62302,Bank Transfer,743.54,2024-06-17
62303,62303,Bank Transfer,554.76,2025-04-04
62304,62304,Bank Transfer,590.2,2024-07-29
62305,62305,Bank Transfer,270.16,2024-06-28
62306,62306,Bank Transfer,1491.72,2024-10-29
62307,62307,Bank Transfer,968.9,2025-01-04
62308,62308,Credit Card,484.0,2024-06-21
62309,62309,Credit Card,1418.22,2025-12-09
62310,62310,Bank Transfer,163.1,2025-07-16
62311,62311,Paypal,,2026-01-23
62312,62312,Paypal,933.8700000000001,2025-12-24
62313,62313,Credit Card,802.77,2026-05-24
62314,62314,Bank Transfer,354.94,2025-09-17
62315,62315,Bank Transfer,279.16,2025-03-19
62316,62316,Bank Transfer,312.16,2025-02-18
62317,62317,Credit Card,377.76,2025-08-23
62318,62318,Paypal,861.3,2024-10-02
62319,62319,Bank Transfer,,2024-07-11
62320,62320,Bank Transfer,979.16,2024-09-04
62321,62321,Paypal,291.48,2025-11-30
62322,62322,Bank Transfer,1131.75,2024-06-13
62323,62323,Paypal,344.19,2024-09-18
62324,62324,Paypal,1033.04,2025-11-19
62325,62325,Credit Card,268.9,2025-06-11
62326,62326,Paypal,473.34,2025-04-06
62327,62327,Credit Card,,2025-06-16
62328,62328,Paypal,,2026-04-19
62329,62329,Paypal,1069.5,2024-07-18
62330,62330,Paypal,1626.2,2026-01-30
62331,62331,Paypal,1862.0,2025-05-31
62332,62332,Credit Card,984.5,2026-04-19
62333,62333,Paypal,1498.76,2025-03-08
62334,62334,Credit Card,1956.48,2026-04-14
62335,62335,Paypal,560.52,2026-04-04
62336,62336,Bank Transfer,541.4,2026-05-30
62337,62337,Paypal,769.82,2024-07-25
62338,62338,Bank Transfer,436.22,2025-03-04
62339,62339,Paypal,352.46999999999997,2026-03-17
62340,62340,Bank Transfer,262.37,2026-05-30
62341,62341,Paypal,865.32,2026-01-04
62342,62342,Paypal,727.2,2025-08-25
62343,62343,Credit Card,722.95,2026-02-06
62344,62344,Bank Transfer,344.01,2025-12-06
62345,62345,Paypal,1556.45,2025-04-12
62346,62346,Credit Card,619.8,2024-08-02
62347,62347,Bank Transfer,1527.6,2025-07-31
62348,62348,Paypal,400.23,2024-09-10
62349,62349,Paypal,1021.08,2025-06-02
62350,62350,Credit Card,479.6,2025-02-23
62351,62351,Credit Card,365.08,2024-10-28
62352,62352,Credit Card,537.8,2025-03-17
62353,62353,Credit Card,86.34,2024-08-14
62354,62354,Credit Card,2436.0,2026-02-01
62355,62355,Paypal,284.82,2025-05-19
62356,62356,Bank Transfer,805.8,2024-10-17
62357,62357,Bank Transfer,1928.1,2025-09-20
62358,62358,Credit Card,210.24,2024-11-02
62359,62359,Bank Transfer,761.67,2025-08-03
62360,62360,Credit Card,112.11,2026-02-04
62361,62361,Bank Transfer,87.74,2024-06-27
62362,62362,Credit Card,622.58,2024-09-30
62363,62363,Credit Card,510.4,2025-01-28
62364,62364,Bank Transfer,746.28,2026-05-30
62365,62365,Bank Transfer,495.25,2025-04-28
62366,62366,Paypal,905.4,2024-07-21
62367,62367,Credit Card,947.56,2026-03-25
62368,62368,Bank Transfer,2012.75,2024-09-15
62369,62369,Credit Card,897.32,2024-10-15
62370,62370,Bank Transfer,1222.08,2025-07-09
62371,62371,Credit Card,,2025-02-21
62372,62372,Bank Transfer,55.44,2025-04-11
62373,62373,Credit Card,188.02,2025-05-06
62374,62374,Bank Transfer,2213.65,2026-04-23
62375,62375,Paypal,100.45,2024-12-28
62376,62376,Paypal,1049.72,2024-08-29
62377,62377,Credit Card,1542.0500000000002,2024-09-12
62378,62378,Paypal,917.96,2025-05-05
62379,62379,Bank Transfer,382.18,2026-04-14
62380,62380,Bank Transfer,623.8199999999999,2025-04-05
62381,62381,Paypal,1406.01,2025-04-28
62382,62382,Bank Transfer,125.64000000000001,2025-10-19
62383,62383,Paypal,1190.04,2026-04-25
62384,62384,Paypal,473.34,2025-05-26
62385,62385,Paypal,1624.7,2025-12-04
62386,62386,Bank Transfer,1424.1499999999999,2025-06-30
62387,62387,Bank Transfer,423.18,2025-01-15
62388,62388,Bank Transfer,1965.08,2025-12-16
62389,62389,Bank Transfer,1895.12,2026-01-30
62390,62390,Credit Card,336.33,2025-04-03
62391,62391,Paypal,330.84,2025-07-28
62392,62392,Credit Card,221.38,2024-08-07
62393,62393,Paypal,340.36,2024-10-30
62394,62394,Paypal,342.72,2025-09-15
62395,62395,Credit Card,393.8,2024-12-17
62396,62396,Bank Transfer,573.65,2025-11-11
62397,62397,Paypal,963.1500000000001,2024-11-16
62398,62398,Paypal,1419.76,2024-08-05
62399,62399,Paypal,2436.0,2025-05-06
62400,62400,Bank Transfer,75.96,2025-05-18
62401,62401,Credit Card,1144.2,2026-04-27
62402,62402,Paypal,211.4,2025-07-03
62403,62403,Paypal,923.6,2025-04-11
62404,62404,Paypal,1981.4,2025-10-17
62405,62405,Paypal,453.36,2025-12-01
62406,62406,Credit Card,565.68,2024-10-29
62407,62407,Paypal,919.1,2026-05-28
62408,62408,Credit Card,1382.3,2025-08-09
62409,62409,Credit Card,616.82,2025-08-25
62410,62410,Bank Transfer,1182.66,2025-04-01
62411,62411,Bank Transfer,,2026-04-29
62412,62412,Bank Transfer,367.29999999999995,2025-06-23
62413,62413,Credit Card,1452.3899999999999,2026-01-08
62414,62414,Paypal,,2025-01-19
62415,62415,Credit Card,467.65,2024-11-12
62416,62416,Credit Card,1849.65,2025-04-17
62417,62417,Bank Transfer,397.18,2026-05-20
62418,62418,Credit Card,112.17,2025-01-16
62419,62419,Bank Transfer,1910.3,2024-09-26
62420,62420,Paypal,569.64,2025-08-04
62421,62421,Bank Transfer,122.24,2025-04-17
62422,62422,Bank Transfer,701.7,2025-01-29
62423,62423,Bank Transfer,,2025-06-05
62424,62424,Bank Transfer,201.56,2025-07-16
62425,62425,Credit Card,478.58,2024-09-22
62426,62426,Bank Transfer,1026.5,2025-11-20
62427,62427,Credit Card,,2026-01-22
62428,62428,Credit Card,,2026-06-01
62429,62429,Credit Card,301.84,2024-10-09
62430,62430,Paypal,1528.24,2024-10-06
62431,62431,Credit Card,,2025-01-28
62432,62432,Bank Transfer,960.86,2025-06-27
62433,62433,Bank Transfer,528.1,2025-05-18
62434,62434,Paypal,557.16,2025-08-25
62435,62435,Paypal,168.54,2024-10-15
62436,62436,Bank Transfer,1818.16,2025-06-22
62437,62437,Paypal,688.02,2025-08-08
62438,62438,Bank Transfer,180.88,2025-04-10
62439,62439,Credit Card,135.1,2025-10-09
62440,62440,Credit Card,2433.0,2024-09-02
62441,62441,Bank Transfer,418.32,2025-03-18
62442,62442,Paypal,330.84,2025-07-09
62443,62443,Credit Card,457.58,2025-01-26
62444,62444,Paypal,496.56,2026-05-01
62445,62445,Paypal,,2024-12-18
62446,62446,Credit Card,1530.0,2026-02-07
62447,62447,Paypal,571.88,2025-01-03
62448,62448,Paypal,386.18999999999994,2024-08-04
62449,62449,Credit Card,283.02,2025-03-17
62450,62450,Paypal,1759.8500000000001,2025-12-19
62451,62451,Bank Transfer,996.2,2024-11-07
62452,62452,Credit Card,705.9000000000001,2024-07-15
62453,62453,Paypal,646.02,2025-06-15
62454,62454,Bank Transfer,615.9000000000001,2025-06-17
62455,62455,Credit Card,1012.64,2025-10-01
62456,62456,Paypal,,2024-12-21
62457,62457,Bank Transfer,1736.45,2025-10-04
62458,62458,Credit Card,602.7,2024-11-04
62459,62459,Credit Card,1056.2,2025-04-04
62460,62460,Bank Transfer,952.05,2025-10-27
62461,62461,Paypal,493.05,2025-08-19
62462,62462,Bank Transfer,763.62,2025-02-06
62463,62463,Paypal,73.69,2025-03-18
62464,62464,Bank Transfer,1455.64,2026-06-04
62465,62465,Bank Transfer,722.95,2024-08-13
62466,62466,Credit Card,350.82,2025-03-04
62467,62467,Paypal,292.20000000000005,2026-04-04
62468,62468,Bank Transfer,1287.84,2025-10-23
62469,62469,Bank Transfer,475.0,2025-06-20
62470,62470,Credit Card,1309.32,2025-02-17
62471,62471,Bank Transfer,2132.6499999999996,2024-11-28
62472,62472,Paypal,1473.48,2026-01-15
62473,62473,Paypal,954.75,2025-05-02
62474,62474,Credit Card,46.04,2026-03-29
62475,62475,Credit Card,650.15,2025-10-02
62476,62476,Paypal,96.39,2025-03-18
62477,62477,Paypal,408.46,2025-08-07
62478,62478,Credit Card,181.26,2025-10-20
62479,62479,Credit Card,1350.6,2025-02-06
62480,62480,Paypal,1115.85,2026-04-08
62481,62481,Bank Transfer,2189.6,2026-05-12
62482,62482,Paypal,1610.2,2025-05-14
62483,62483,Paypal,86.01,2025-11-01
62484,62484,Bank Transfer,971.64,2024-10-09
62485,62485,Paypal,575.8,2024-12-12
62486,62486,Paypal,256.89,2026-05-28
62487,62487,Bank Transfer,1595.75,2025-10-21
62488,62488,Paypal,441.75,2025-02-05
62489,62489,Paypal,1706.12,2025-12-27
62490,62490,Paypal,279.16,2025-10-03
62491,62491,Bank Transfer,893.48,2025-07-26
62492,62492,Credit Card,1656.52,2024-06-16
62493,62493,Paypal,664.96,2025-10-22
62494,62494,Paypal,1461.4,2024-06-20
62495,62495,Paypal,511.5,2025-05-07
62496,62496,Bank Transfer,112.32,2024-10-02
62497,62497,Credit Card,792.1800000000001,2024-11-17
62498,62498,Bank Transfer,937.34,2025-10-26
62499,62499,Credit Card,,2025-03-27
62500,62500,Paypal,769.0500000000001,2024-10-20
62501,62501,Credit Card,247.76,2025-12-12
62502,62502,Bank Transfer,,2026-03-20
62503,62503,Bank Transfer,986.64,2024-10-02
62504,62504,Credit Card,1023.0,2025-02-28
62505,62505,Credit Card,1465.65,2025-06-03
62506,62506,Credit Card,354.94,2024-10-01
62507,62507,Credit Card,905.28,2025-09-26
62508,62508,Bank Transfer,566.22,2025-09-26
62509,62509,Bank Transfer,1619.5500000000002,2026-04-21
62510,62510,Paypal,332.07,2024-06-18
62511,62511,Credit Card,1884.0,2025-04-23
62512,62512,Credit Card,,2026-03-04
62513,62513,Paypal,552.33,2026-05-19
62514,62514,Credit Card,823.06,2024-06-07
62515,62515,Credit Card,607.75,2025-06-09
62516,62516,Paypal,552.33,2024-09-19
62517,62517,Bank Transfer,1049.48,2026-03-23
62518,62518,Paypal,693.8,2025-09-09
